pair_id	chrom	lcr_up_start	lcr_up_end	lcr_down_start	lcr_down_end	interior_start	interior_end	interior_len_bp	avg_lcr_len_bp	identity	propensity_X	n_interior_genes	n_disease_genes	n_HI3_genes
NAHR_00601_chr10_133M	chr10	133422646	133436429	133567484	133580555	133436429	133567484	131055	13427	0.9848	4.065	6	1	0
NAHR_00602_chr10_133M	chr10	133422646	133436429	133567484	133580555	133436429	133567484	131055	13427	0.9848	4.065	6	1	0
NAHR_00603_chr11_48M	chr11	48318543	48380669	50000000	50060791	48380669	50000000	1619331	61458	0.9518	4.558	11	0	0
NAHR_00604_chr11_49M	chr11	49817715	49827311	49852282	49861798	49827311	49852282	24971	9556	0.9598	3.820	1	0	0
NAHR_00605_chr11_49M	chr11	49817715	49835601	49874156	49892068	49835601	49874156	38555	17899	0.9519	4.048	1	0	0
NAHR_00606_chr11_49M	chr11	49850522	49861803	49882406	49893829	49861803	49882406	20603	11352	0.9537	3.867	1	0	0
NAHR_00607_chr11_49M	chr11	49817715	49827311	49852282	49861798	49827311	49852282	24971	9556	0.9598	3.820	1	0	0
NAHR_00608_chr11_49M	chr11	49817715	49835601	49874156	49892068	49835601	49874156	38555	17899	0.9519	4.048	1	0	0
NAHR_00609_chr11_49M	chr11	49850522	49861803	49882406	49893829	49861803	49882406	20603	11352	0.9537	3.867	1	0	0
NAHR_00610_chr11_48M	chr11	48318543	48380669	50000000	50060791	48380669	50000000	1619331	61458	0.9518	4.558	11	0	0
NAHR_00611_chr11_50M	chr11	50113128	50154983	50324117	50370939	50154983	50324117	169134	44338	0.9731	4.522	5	0	0
NAHR_00612_chr11_50M	chr11	50113128	50154983	50324117	50370939	50154983	50324117	169134	44338	0.9731	4.522	5	0	0
NAHR_00613_chr11_55M	chr11	55278593	55289632	55860245	55871962	55289632	55860245	570613	11378	0.9586	3.888	19	0	0
NAHR_00614_chr11_55M	chr11	55289679	55309042	55874634	55894019	55309042	55874634	565592	19374	0.9625	4.126	18	0	0
NAHR_00615_chr11_55M	chr11	55278593	55289632	55860245	55871962	55289632	55860245	570613	11378	0.9586	3.888	19	0	0
NAHR_00616_chr11_55M	chr11	55289679	55309042	55874634	55894019	55309042	55874634	565592	19374	0.9625	4.126	18	0	0
NAHR_00617_chr11_67M	chr11	67706564	67716226	67986482	67996104	67716226	67986482	270256	9642	0.9723	3.874	4	0	0
NAHR_00618_chr11_67M	chr11	67710259	67731933	71584962	71609024	67731933	71584962	3853029	22868	0.9560	4.168	91	20	2
NAHR_00619_chr11_67M	chr11	67788233	67827059	71764818	71804779	67827059	71764818	3937759	39393	0.9532	4.380	95	20	2
NAHR_00620_chr11_67M	chr11	67837591	67937460	71659150	71757036	67937460	71659150	3721690	98877	0.9704	4.847	89	20	2
NAHR_00621_chr11_67M	chr11	67937326	67984011	71610118	71657990	67984011	71610118	3626107	47278	0.9542	4.460	88	20	2
NAHR_00622_chr11_67M	chr11	67706564	67716226	67986482	67996104	67716226	67986482	270256	9642	0.9723	3.874	4	0	0
NAHR_00623_chr11_67M	chr11	67990102	67996172	71602974	71609024	67996172	71602974	3606802	6060	0.9637	3.645	87	20	2
NAHR_00624_chr11_67M	chr11	67710259	67731933	71584962	71609024	67731933	71584962	3853029	22868	0.9560	4.168	91	20	2
NAHR_00625_chr11_67M	chr11	67990102	67996172	71602974	71609024	67996172	71602974	3606802	6060	0.9637	3.645	87	20	2
NAHR_00626_chr11_67M	chr11	67937326	67984011	71610118	71657990	67984011	71610118	3626107	47278	0.9542	4.460	88	20	2
NAHR_00627_chr11_67M	chr11	67837591	67937460	71659150	71757036	67937460	71659150	3721690	98877	0.9704	4.847	89	20	2
NAHR_00628_chr11_67M	chr11	67788233	67827059	71764818	71804779	67827059	71764818	3937759	39393	0.9532	4.380	95	20	2
NAHR_00629_chr11_117M	chr11	117133494	117138837	117205745	117211329	117138837	117205745	66908	5463	0.9740	3.640	4	0	0
NAHR_00630_chr11_117M	chr11	117133494	117138837	117205745	117211329	117138837	117205745	66908	5463	0.9740	3.640	4	0	0
NAHR_00631_chr12_9M	chr12	9283607	9323112	9408670	9448270	9323112	9408670	85558	39552	0.9866	4.536	1	0	0
NAHR_00632_chr12_9M	chr12	9393901	9402917	9570400	9579442	9402917	9570400	167483	9029	0.9860	3.900	3	0	0
NAHR_00633_chr12_9M	chr12	9283607	9323112	9408670	9448270	9323112	9408670	85558	39552	0.9866	4.536	1	0	0
NAHR_00634_chr12_9M	chr12	9393901	9402917	9570400	9579442	9402917	9570400	167483	9029	0.9860	3.900	3	0	0
NAHR_00635_chr12_33M	chr12	33936580	33962436	38207325	38244654	33962436	38207325	4244889	31592	0.9524	4.286	6	1	0
NAHR_00636_chr12_33M	chr12	33962436	33967529	38255528	38260556	33967529	38255528	4287999	5060	0.9610	3.560	6	1	0
NAHR_00637_chr12_34M	chr12	33968077	34063307	38262285	38361819	34063307	38262285	4198978	97382	0.9572	4.775	3	0	0
NAHR_00638_chr12_34M	chr12	34089333	34096349	38459292	38466186	34096349	38459292	4362943	6955	0.9554	3.671	4	1	0
NAHR_00639_chr12_33M	chr12	33936580	33962436	38207325	38244654	33962436	38207325	4244889	31592	0.9524	4.286	6	1	0
NAHR_00640_chr12_33M	chr12	33962436	33967529	38255528	38260556	33967529	38255528	4287999	5060	0.9610	3.560	6	1	0
NAHR_00641_chr12_34M	chr12	33968077	34063307	38262285	38361819	34063307	38262285	4198978	97382	0.9572	4.775	3	0	0
NAHR_00642_chr12_34M	chr12	34089333	34096349	38459292	38466186	34096349	38459292	4362943	6955	0.9554	3.671	4	1	0
NAHR_00643_chr12_63M	chr12	63529638	63557839	63725468	63752467	63557839	63725468	167629	27600	0.9774	4.341	3	1	0
NAHR_00644_chr12_63M	chr12	63529638	63557839	63725468	63752467	63557839	63725468	167629	27600	0.9774	4.341	3	1	0
NAHR_00645_chr12_131M	chr12	131282231	131309862	131650303	131684649	131309862	131650303	340441	30988	0.9708	4.360	11	0	0
NAHR_00646_chr12_131M	chr12	131282231	131309862	131650303	131684649	131309862	131650303	340441	30988	0.9708	4.360	11	0	0
NAHR_00647_chr13_19M	chr13	19199294	19210253	19700837	19711615	19210253	19700837	490584	10868	0.9670	3.903	7	0	0
NAHR_00648_chr13_19M	chr13	19547329	19561965	21259623	21276789	19561965	21259623	1697658	15901	0.9642	4.051	30	7	0
NAHR_00649_chr13_19M	chr13	19199294	19210253	19700837	19711615	19210253	19700837	490584	10868	0.9670	3.903	7	0	0
NAHR_00650_chr13_19M	chr13	19547329	19561965	21259623	21276789	19561965	21259623	1697658	15901	0.9642	4.051	30	7	0
NAHR_00651_chr13_22M	chr13	22911590	22970442	24323812	24393909	22970442	24323812	1353370	64474	0.9501	4.569	22	10	0
NAHR_00652_chr13_22M	chr13	22911590	22970442	24323812	24393909	22970442	24323812	1353370	64474	0.9501	4.569	22	10	0
NAHR_00653_chr13_24M	chr13	24410185	24418522	24973368	24981774	24418522	24973368	554846	8371	0.9500	3.727	10	1	0
NAHR_00654_chr13_24M	chr13	24579423	24604470	24945032	24969672	24604470	24945032	340562	24843	0.9727	4.275	6	1	0
NAHR_00655_chr13_24M	chr13	24579423	24604470	24945032	24969672	24604470	24945032	340562	24843	0.9727	4.275	6	1	0
NAHR_00656_chr13_24M	chr13	24410185	24418522	24973368	24981774	24418522	24973368	554846	8371	0.9500	3.727	10	1	0
NAHR_00657_chr13_25M	chr13	25025581	25030843	25159945	25165521	25030843	25159945	129102	5419	0.9563	3.571	2	0	0
NAHR_00658_chr13_25M	chr13	25025581	25030843	25159945	25165521	25030843	25159945	129102	5419	0.9563	3.571	2	0	0
NAHR_00659_chr13_52M	chr13	52197731	52209769	52601272	52613244	52209769	52601272	391503	12005	0.9671	3.945	12	1	0
NAHR_00660_chr13_52M	chr13	52209713	52310301	52502257	52596729	52310301	52502257	191956	97530	0.9899	4.939	8	1	0
NAHR_00661_chr13_52M	chr13	52320955	52344009	52481517	52502253	52344009	52481517	137508	21895	0.9853	4.277	4	1	0
NAHR_00662_chr13_52M	chr13	52320955	52344009	52481517	52502253	52344009	52481517	137508	21895	0.9853	4.277	4	1	0
NAHR_00663_chr13_52M	chr13	52209713	52310301	52502257	52596729	52310301	52502257	191956	97530	0.9899	4.939	8	1	0
NAHR_00664_chr13_52M	chr13	52197731	52209769	52601272	52613244	52209769	52601272	391503	12005	0.9671	3.945	12	1	0
NAHR_00665_chr13_63M	chr13	63716791	63727377	63758930	63769516	63727377	63758930	31553	10586	0.9988	4.020	4	0	0
NAHR_00666_chr13_63M	chr13	63737496	63758888	63820968	63840808	63758888	63820968	62080	20616	0.9857	4.252	1	0	0
NAHR_00667_chr13_63M	chr13	63737551	63758888	63820968	63844255	63758888	63820968	62080	22312	0.9740	4.236	1	0	0
NAHR_00668_chr13_63M	chr13	63716791	63727377	63758930	63769516	63727377	63758930	31553	10586	0.9988	4.020	4	0	0
NAHR_00669_chr13_63M	chr13	63737551	63758888	63820968	63844255	63758888	63820968	62080	22312	0.9740	4.236	1	0	0
NAHR_00670_chr13_63M	chr13	63737496	63758888	63820968	63840808	63758888	63820968	62080	20616	0.9857	4.252	1	0	0
NAHR_00671_chr14_18M	chr14	18585025	18590801	19229746	19235535	18590801	19229746	638945	5782	0.9681	3.642	13	0	0
NAHR_00672_chr14_18M	chr14	18585025	18610846	19164055	19190024	18610846	19164055	553209	25895	0.9830	4.338	11	0	0
NAHR_00673_chr14_18M	chr14	18591382	18656060	19659007	19726389	18656060	19659007	1002947	66030	0.9920	4.781	18	0	0
NAHR_00674_chr14_18M	chr14	18662489	18680621	19640384	19658506	18680621	19640384	959763	18127	0.9830	4.186	18	0	0
NAHR_00675_chr14_18M	chr14	18664091	18680621	18862644	18879087	18680621	18862644	182023	16486	0.9828	4.145	1	0	0
NAHR_00676_chr14_18M	chr14	18695456	18712644	19616333	19635877	18712644	19616333	903689	18366	0.9883	4.214	16	0	0
NAHR_00677_chr14_18M	chr14	18699507	18712644	19498584	19511713	18712644	19498584	785940	13133	0.9892	4.074	15	0	0
NAHR_00678_chr14_18M	chr14	18862644	18907993	19611713	19656902	18907993	19611713	703720	45269	0.9947	4.631	16	0	0
NAHR_00679_chr14_18M	chr14	18664091	18680621	18862644	18879087	18680621	18862644	182023	16486	0.9828	4.145	1	0	0
NAHR_00680_chr14_19M	chr14	18889953	19169849	19229746	19511713	19169849	19229746	59897	280931	0.9953	5.423	1	0	0
NAHR_00681_chr14_18M	chr14	18585025	18610846	19164055	19190024	18610846	19164055	553209	25895	0.9830	4.338	11	0	0
NAHR_00682_chr14_19M	chr14	19170579	19190024	19704184	19726389	19190024	19704184	514160	20825	0.9869	4.262	11	0	0
NAHR_00683_chr14_19M	chr14	18889953	19169849	19229746	19511713	19169849	19229746	59897	280931	0.9953	5.423	1	0	0
NAHR_00684_chr14_18M	chr14	18585025	18590801	19229746	19235535	18590801	19229746	638945	5782	0.9681	3.642	13	0	0
NAHR_00685_chr14_19M	chr14	19493959	19511713	19611713	19629476	19511713	19611713	100000	17758	0.9918	4.215	1	0	0
NAHR_00686_chr14_18M	chr14	18699507	18712644	19498584	19511713	18712644	19498584	785940	13133	0.9892	4.074	15	0	0
NAHR_00687_chr14_19M	chr14	19493959	19511713	19611713	19629476	19511713	19611713	100000	17758	0.9918	4.215	1	0	0
NAHR_00688_chr14_18M	chr14	18862644	18907993	19611713	19656902	18907993	19611713	703720	45269	0.9947	4.631	16	0	0
NAHR_00689_chr14_18M	chr14	18695456	18712644	19616333	19635877	18712644	19616333	903689	18366	0.9883	4.214	16	0	0
NAHR_00690_chr14_18M	chr14	18662489	18680621	19640384	19658506	18680621	19640384	959763	18127	0.9830	4.186	18	0	0
NAHR_00691_chr14_18M	chr14	18591382	18656060	19659007	19726389	18656060	19659007	1002947	66030	0.9920	4.781	18	0	0
NAHR_00692_chr14_19M	chr14	19170579	19190024	19704184	19726389	19190024	19704184	514160	20825	0.9869	4.262	11	0	0
NAHR_00693_chr14_23M	chr14	23948147	23964881	23982496	23999999	23964881	23982496	17615	17118	0.9566	4.050	4	0	0
NAHR_00694_chr14_23M	chr14	23948147	23964881	23982496	23999999	23964881	23982496	17615	17118	0.9566	4.050	4	0	0
NAHR_00695_chr14_105M	chr14	105581977	105605359	105700906	105724146	105605359	105700906	95547	23311	0.9669	4.223	3	0	0
NAHR_00696_chr14_105M	chr14	105606409	105632038	105750823	105777863	105632038	105750823	118785	26334	0.9578	4.234	2	0	0
NAHR_00697_chr14_105M	chr14	105637250	105645083	105661228	105670138	105645083	105661228	16145	8371	0.9549	3.746	1	0	0
NAHR_00698_chr14_105M	chr14	105637250	105645083	105661228	105670138	105645083	105661228	16145	8371	0.9549	3.746	1	0	0
NAHR_00699_chr14_105M	chr14	105581977	105605359	105700906	105724146	105605359	105700906	95547	23311	0.9669	4.223	3	0	0
NAHR_00700_chr14_105M	chr14	105606409	105632038	105750823	105777863	105632038	105750823	118785	26334	0.9578	4.234	2	0	0
NAHR_00701_chr15_20M	chr15	19993322	20103643	20999983	21111983	20103643	20999983	896340	111160	0.9967	5.029	16	0	0
NAHR_00702_chr15_20M	chr15	20103368	20186943	21109341	21193490	20186943	21109341	922398	83862	0.9937	4.892	15	0	0
NAHR_00703_chr15_20M	chr15	20299168	20340070	21119834	21153706	20340070	21119834	779764	37387	0.9733	4.451	13	0	0
NAHR_00704_chr15_20M	chr15	20422624	20428912	22301946	22308242	20428912	22301946	1873034	6292	0.9967	3.786	36	3	0
NAHR_00705_chr15_20M	chr15	20428924	20642147	22358242	22571453	20642147	22358242	1716095	213217	0.9970	5.313	34	3	0
NAHR_00706_chr15_20M	chr15	20504949	20533030	23276874	23304972	20533030	23276874	2743844	28089	0.9940	4.422	52	8	0
NAHR_00707_chr15_20M	chr15	20513661	20528878	23428251	23438465	20528878	23428251	2899373	12715	0.9696	3.979	56	8	0
NAHR_00708_chr15_20M	chr15	20518697	20580059	23311344	23372723	20580059	23311344	2731285	61370	0.9836	4.709	52	8	0
NAHR_00709_chr15_20M	chr15	20528505	20579931	23123714	23174968	20579931	23123714	2543783	51340	0.9941	4.683	48	7	0
NAHR_00710_chr15_20M	chr15	20673122	20689298	21242090	21258354	20689298	21242090	552792	16220	0.9942	4.186	9	0	0
NAHR_00711_chr15_20M	chr15	20729746	20828705	21298795	21397799	20828705	21298795	470090	98981	0.9965	4.978	6	0	0
NAHR_00712_chr15_20M	chr15	20822013	20828710	21828502	21835192	20828710	21828502	999792	6693	0.9927	3.798	19	0	0
NAHR_00713_chr15_20M	chr15	20828116	20994234	21839070	22005276	20994234	21839070	844836	166162	0.9965	5.202	16	0	0
NAHR_00714_chr15_20M	chr15	20828116	20999973	21401682	21573732	20999973	21401682	401709	171953	0.9950	5.209	6	0	0
NAHR_00715_chr15_20M	chr15	19993322	20103643	20999983	21111983	20103643	20999983	896340	111160	0.9967	5.029	16	0	0
NAHR_00716_chr15_20M	chr15	20103368	20186943	21109341	21193490	20186943	21109341	922398	83862	0.9937	4.892	15	0	0
NAHR_00717_chr15_20M	chr15	20299168	20340070	21119834	21153706	20340070	21119834	779764	37387	0.9733	4.451	13	0	0
NAHR_00718_chr15_20M	chr15	20673122	20689298	21242090	21258354	20689298	21242090	552792	16220	0.9942	4.186	9	0	0
NAHR_00719_chr15_20M	chr15	20729746	20828705	21298795	21397799	20828705	21298795	470090	98981	0.9965	4.978	6	0	0
NAHR_00720_chr15_21M	chr15	21391105	21567979	21828502	22005276	21567979	21828502	260523	176824	0.9960	5.226	4	0	0
NAHR_00721_chr15_20M	chr15	20828116	20999973	21401682	21573732	20999973	21401682	401709	171953	0.9950	5.209	6	0	0
NAHR_00722_chr15_21M	chr15	21569429	21778502	22004753	22221065	21778502	22004753	226251	212692	0.9980	5.317	4	1	0
NAHR_00723_chr15_21M	chr15	21391105	21567979	21828502	22005276	21567979	21828502	260523	176824	0.9960	5.226	4	0	0
NAHR_00724_chr15_20M	chr15	20822013	20828710	21828502	21835192	20828710	21828502	999792	6693	0.9927	3.798	19	0	0
NAHR_00725_chr15_20M	chr15	20828116	20994234	21839070	22005276	20994234	21839070	844836	166162	0.9965	5.202	16	0	0
NAHR_00726_chr15_21M	chr15	21569429	21778502	22004753	22221065	21778502	22004753	226251	212692	0.9980	5.317	4	1	0
NAHR_00727_chr15_20M	chr15	20422624	20428912	22301946	22308242	20428912	22301946	1873034	6292	0.9967	3.786	36	3	0
NAHR_00728_chr15_20M	chr15	20428924	20642147	22358242	22571453	20642147	22358242	1716095	213217	0.9970	5.313	34	3	0
NAHR_00729_chr15_22M	chr15	22420315	22482362	23311344	23372723	22482362	23311344	828982	61713	0.9847	4.717	16	5	0
NAHR_00730_chr15_22M	chr15	22420443	22472558	23123714	23174968	22472558	23123714	651156	51684	0.9949	4.689	12	4	0
NAHR_00731_chr15_22M	chr15	22468054	22496077	23276874	23304936	22496077	23276874	780797	28042	0.9942	4.422	15	5	0
NAHR_00732_chr15_22M	chr15	22472185	22487398	23428251	23438465	22487398	23428251	940853	12713	0.9694	3.979	19	5	0
NAHR_00733_chr15_23M	chr15	23123714	23177899	23321179	23374764	23177899	23321179	143280	53885	0.9826	4.649	2	0	0
NAHR_00734_chr15_22M	chr15	22420443	22472558	23123714	23174968	22472558	23123714	651156	51684	0.9949	4.689	12	4	0
NAHR_00735_chr15_20M	chr15	20528505	20579931	23123714	23174968	20579931	23123714	2543783	51340	0.9941	4.683	48	7	0
NAHR_00736_chr15_23M	chr15	23276874	23291221	23311344	23325705	23291221	23311344	20123	14354	0.9991	4.153	1	0	0
NAHR_00737_chr15_22M	chr15	22468054	22496077	23276874	23304936	22496077	23276874	780797	28042	0.9942	4.422	15	5	0
NAHR_00738_chr15_20M	chr15	20504949	20533030	23276874	23304972	20533030	23276874	2743844	28089	0.9940	4.422	52	8	0
NAHR_00739_chr15_23M	chr15	23281027	23296260	23428250	23438465	23296260	23428250	131990	12724	0.9718	3.989	4	0	0
NAHR_00740_chr15_23M	chr15	23311344	23374764	28334675	28399205	23374764	28334675	4959911	63975	0.9818	4.718	52	18	1
NAHR_00741_chr15_23M	chr15	23276874	23291221	23311344	23325705	23291221	23311344	20123	14354	0.9991	4.153	1	0	0
NAHR_00742_chr15_22M	chr15	22420315	22482362	23311344	23372723	22482362	23311344	828982	61713	0.9847	4.717	16	5	0
NAHR_00743_chr15_20M	chr15	20518697	20580059	23311344	23372723	20580059	23311344	2731285	61370	0.9836	4.709	52	8	0
NAHR_00744_chr15_23M	chr15	23123714	23177899	23321179	23374764	23177899	23321179	143280	53885	0.9826	4.649	2	0	0
NAHR_00745_chr15_23M	chr15	23281027	23296260	23428250	23438465	23296260	23428250	131990	12724	0.9718	3.989	4	0	0
NAHR_00746_chr15_23M	chr15	23428251	23438465	28329638	28344869	23438465	28329638	4891173	12722	0.9688	3.976	51	18	1
NAHR_00747_chr15_22M	chr15	22472185	22487398	23428251	23438465	22487398	23428251	940853	12713	0.9694	3.979	19	5	0
NAHR_00748_chr15_20M	chr15	20513661	20528878	23428251	23438465	20528878	23428251	2899373	12715	0.9696	3.979	56	8	0
NAHR_00749_chr15_24M	chr15	24092890	24103882	24467194	24479888	24103882	24467194	363312	11843	0.9570	3.898	4	2	0
NAHR_00750_chr15_24M	chr15	24094517	24134088	24419947	24464662	24134088	24419947	285859	42143	0.9545	4.414	4	2	0
NAHR_00751_chr15_24M	chr15	24097310	24133983	24256707	24295285	24133983	24256707	122724	37625	0.9559	4.373	3	2	0
NAHR_00752_chr15_24M	chr15	24106608	24114908	24486871	24495014	24114908	24486871	371963	8221	0.9591	3.755	4	2	0
NAHR_00753_chr15_24M	chr15	24132938	24150879	24190150	24207203	24150879	24190150	39271	17497	0.9635	4.088	2	2	0
NAHR_00754_chr15_24M	chr15	24157282	24172487	24232173	24247521	24172487	24232173	59686	15276	0.9540	3.991	1	1	0
NAHR_00755_chr15_24M	chr15	24157282	24190122	24373924	24406038	24190122	24373924	183802	32477	0.9519	4.294	3	1	0
NAHR_00756_chr15_24M	chr15	24157292	24190146	24545495	24578075	24190146	24545495	355349	32717	0.9521	4.299	3	1	0
NAHR_00757_chr15_24M	chr15	24182782	24191453	24344138	24356858	24191453	24344138	152685	10695	0.9517	3.835	3	1	0
NAHR_00758_chr15_24M	chr15	24132938	24150879	24190150	24207203	24150879	24190150	39271	17497	0.9635	4.088	2	2	0
NAHR_00759_chr15_24M	chr15	24157282	24172487	24232173	24247521	24172487	24232173	59686	15276	0.9540	3.991	1	1	0
NAHR_00760_chr15_24M	chr15	24256707	24278345	24472640	24495017	24278345	24472640	194295	22007	0.9610	4.173	2	1	0
NAHR_00761_chr15_24M	chr15	24256707	24267598	24367317	24373579	24267598	24367317	99719	8576	0.9552	3.757	2	1	0
NAHR_00762_chr15_24M	chr15	24097310	24133983	24256707	24295285	24133983	24256707	122724	37625	0.9559	4.373	3	2	0
NAHR_00763_chr15_24M	chr15	24256709	24295285	24422743	24464552	24295285	24422743	127458	40192	0.9534	4.390	2	1	0
NAHR_00764_chr15_24M	chr15	24291651	24344133	24496953	24558726	24344133	24496953	152820	57127	0.9671	4.600	1	1	0
NAHR_00765_chr15_24M	chr15	24337649	24344133	24373593	24386115	24344133	24373593	29460	9503	0.9603	3.820	1	1	0
NAHR_00766_chr15_24M	chr15	24344138	24352334	24571677	24578602	24352334	24571677	219343	7560	0.9588	3.719	2	1	0
NAHR_00767_chr15_24M	chr15	24182782	24191453	24344138	24356858	24191453	24344138	152685	10695	0.9517	3.835	3	1	0
NAHR_00768_chr15_24M	chr15	24345455	24367666	24400002	24423115	24367666	24400002	32336	22662	0.9520	4.146	1	1	0
NAHR_00769_chr15_24M	chr15	24256707	24267598	24367317	24373579	24267598	24367317	99719	8576	0.9552	3.757	2	1	0
NAHR_00770_chr15_24M	chr15	24367710	24373579	24427754	24433625	24373579	24427754	54175	5870	0.9521	3.588	1	1	0
NAHR_00771_chr15_24M	chr15	24373593	24406579	24545154	24578602	24406579	24545154	138575	33217	0.9531	4.309	1	1	0
NAHR_00772_chr15_24M	chr15	24337649	24344133	24373593	24386115	24344133	24373593	29460	9503	0.9603	3.820	1	1	0
NAHR_00773_chr15_24M	chr15	24157282	24190122	24373924	24406038	24190122	24373924	183802	32477	0.9519	4.294	3	1	0
NAHR_00774_chr15_24M	chr15	24345455	24367666	24400002	24423115	24367666	24400002	32336	22662	0.9520	4.146	1	1	0
NAHR_00775_chr15_24M	chr15	24094517	24134088	24419947	24464662	24134088	24419947	285859	42143	0.9545	4.414	4	2	0
NAHR_00776_chr15_24M	chr15	24256709	24295285	24422743	24464552	24295285	24422743	127458	40192	0.9534	4.390	2	1	0
NAHR_00777_chr15_24M	chr15	24367710	24373579	24427754	24433625	24373579	24427754	54175	5870	0.9521	3.588	1	1	0
NAHR_00778_chr15_24M	chr15	24092890	24103882	24467194	24479888	24103882	24467194	363312	11843	0.9570	3.898	4	2	0
NAHR_00779_chr15_24M	chr15	24256707	24278345	24472640	24495017	24278345	24472640	194295	22007	0.9610	4.173	2	1	0
NAHR_00780_chr15_24M	chr15	24106608	24114908	24486871	24495014	24114908	24486871	371963	8221	0.9591	3.755	4	2	0
NAHR_00781_chr15_24M	chr15	24291651	24344133	24496953	24558726	24344133	24496953	152820	57127	0.9671	4.600	1	1	0
NAHR_00782_chr15_24M	chr15	24373593	24406579	24545154	24578602	24406579	24545154	138575	33217	0.9531	4.309	1	1	0
NAHR_00783_chr15_24M	chr15	24157292	24190146	24545495	24578075	24190146	24545495	355349	32717	0.9521	4.299	3	1	0
NAHR_00784_chr15_24M	chr15	24344138	24352334	24571677	24578602	24352334	24571677	219343	7560	0.9588	3.719	2	1	0
NAHR_00785_chr15_28M	chr15	28193119	28240250	28631109	28677141	28240250	28631109	390859	46581	0.9731	4.543	8	1	0
NAHR_00786_chr15_28M	chr15	28282655	28316243	28597201	28628768	28316243	28597201	280958	32577	0.9707	4.381	8	1	0
NAHR_00787_chr15_28M	chr15	28316058	28419210	28492437	28595553	28419210	28492437	73227	103134	0.9961	4.994	2	0	0
NAHR_00788_chr15_23M	chr15	23428251	23438465	28329638	28344869	23438465	28329638	4891173	12722	0.9688	3.976	51	18	1
NAHR_00789_chr15_23M	chr15	23311344	23374764	28334675	28399205	23374764	28334675	4959911	63975	0.9818	4.718	52	18	1
NAHR_00790_chr15_28M	chr15	28316058	28419210	28492437	28595553	28419210	28492437	73227	103134	0.9961	4.994	2	0	0
NAHR_00791_chr15_28M	chr15	28282655	28316243	28597201	28628768	28316243	28597201	280958	32577	0.9707	4.381	8	1	0
NAHR_00792_chr15_28M	chr15	28193119	28240250	28631109	28677141	28240250	28631109	390859	46581	0.9731	4.543	8	1	0
NAHR_00793_chr15_28M	chr15	28677138	28713338	30790558	30820386	28713338	30790558	2077220	33014	0.9577	4.328	45	10	0
NAHR_00794_chr15_28M	chr15	28697783	28730436	32440992	32472368	28730436	32440992	3710556	32014	0.9789	4.410	59	17	0
NAHR_00795_chr15_28M	chr15	28697783	28714168	32388673	32405044	28714168	32388673	3674505	16378	0.9827	4.141	56	17	0
NAHR_00796_chr15_28M	chr15	28697783	28730436	30535253	30566611	28730436	30535253	1804817	32005	0.9792	4.411	34	8	0
NAHR_00797_chr15_28M	chr15	28697783	28730436	30399634	30430984	28730436	30399634	1669198	32001	0.9786	4.409	29	8	0
NAHR_00798_chr15_28M	chr15	28697783	28714168	30133301	30149675	28714168	30133301	1419133	16379	0.9835	4.145	24	7	0
NAHR_00799_chr15_28M	chr15	28697783	28717453	30077907	30097613	28717453	30077907	1360454	19688	0.9810	4.212	22	6	0
NAHR_00800_chr15_28M	chr15	28698367	28730436	32576700	32607507	28730436	32576700	3846264	31438	0.9794	4.405	62	18	0
NAHR_00801_chr15_28M	chr15	28698367	28714168	30602279	30618102	28714168	30602279	1888111	15812	0.9831	4.128	37	8	0
NAHR_00802_chr15_28M	chr15	28730150	28752327	32522375	32544428	28752327	32522375	3770048	22115	0.9648	4.192	59	16	0
NAHR_00803_chr15_28M	chr15	28730150	28752327	30463276	30485339	28752327	30463276	1710949	22120	0.9645	4.191	30	6	0
NAHR_00804_chr15_28M	chr15	28773612	28781150	32514561	32522185	28781150	32514561	3733411	7581	0.9542	3.702	57	16	0
NAHR_00805_chr15_28M	chr15	28773612	28781150	30485522	30493146	28781150	30485522	1704372	7581	0.9516	3.692	30	6	0
NAHR_00806_chr15_30M	chr15	30077907	30097040	32588428	32607507	30097040	32588428	2491388	19106	0.9796	4.194	41	11	0
NAHR_00807_chr15_30M	chr15	30077907	30377808	32153205	32460660	30377808	32153205	1775397	303678	0.9962	5.462	27	10	0
NAHR_00808_chr15_30M	chr15	30077907	30119484	30377806	30419281	30119484	30377806	258322	41526	0.9893	4.569	6	1	0
NAHR_00809_chr15_30M	chr15	30077907	30149102	30546955	30618102	30149102	30546955	397853	71171	0.9905	4.806	10	1	0
NAHR_00810_chr15_28M	chr15	28697783	28717453	30077907	30097613	28717453	30077907	1360454	19688	0.9810	4.212	22	6	0
NAHR_00811_chr15_30M	chr15	30081229	30102064	30133331	30153406	30102064	30133331	31267	20455	0.9778	4.215	1	0	0
NAHR_00812_chr15_30M	chr15	30086243	30102064	32384944	32400000	30102064	32384944	2282880	15438	0.9733	4.077	33	10	0
NAHR_00813_chr15_30M	chr15	30133301	30149102	32591721	32607507	30149102	32591721	2442619	15793	0.9819	4.122	39	11	0
NAHR_00814_chr15_30M	chr15	30133301	30153406	30395181	30415994	30153406	30395181	241775	20459	0.9689	4.177	4	1	0
NAHR_00815_chr15_28M	chr15	28697783	28714168	30133301	30149675	28714168	30133301	1419133	16379	0.9835	4.145	24	7	0
NAHR_00816_chr15_30M	chr15	30081229	30102064	30133331	30153406	30102064	30133331	31267	20455	0.9778	4.215	1	0	0
