pair_id	chrom	propensity_X	interior_len_bp	gene	gene_type	ClinGen_HI	ClinGen_TS	HPO_n_diseases	HPO_top_disease	ClinVar_n_phenotypes
NAHR_00702_chr15_20M	chr15	4.892	922398	ENSG00000260409	lncRNA			0		0
NAHR_00702_chr15_20M	chr15	4.892	922398	ENSG00000259383	lncRNA			0		0
NAHR_00702_chr15_20M	chr15	4.892	922398	ENSG00000259443	lncRNA			0		0
NAHR_00702_chr15_20M	chr15	4.892	922398	ENSG00000292985	lncRNA			0		0
NAHR_00702_chr15_20M	chr15	4.892	922398	MIR3118-2	miRNA			0		0
NAHR_00702_chr15_20M	chr15	4.892	922398	POTEB2	protein_coding			0		0
NAHR_00702_chr15_20M	chr15	4.892	922398	MIR5701-1	miRNA			0		0
NAHR_00702_chr15_20M	chr15	4.892	922398	LINC01193	lncRNA			0		0
NAHR_00703_chr15_20M	chr15	4.451	779764	ENSG00000258654	lncRNA			0		0
NAHR_00703_chr15_20M	chr15	4.451	779764	HERC2P3	lncRNA			0		0
NAHR_00703_chr15_20M	chr15	4.451	779764	GOLGA6L6	protein_coding			0		0
NAHR_00703_chr15_20M	chr15	4.451	779764	ENSG00000278626	lncRNA			0		0
NAHR_00703_chr15_20M	chr15	4.451	779764	ENSG00000290326	lncRNA			0		0
NAHR_00703_chr15_20M	chr15	4.451	779764	ENSG00000260409	lncRNA			0		0
NAHR_00703_chr15_20M	chr15	4.451	779764	ENSG00000259383	lncRNA			0		0
NAHR_00703_chr15_20M	chr15	4.451	779764	ENSG00000259443	lncRNA			0		0
NAHR_00703_chr15_20M	chr15	4.451	779764	ENSG00000292985	lncRNA			0		0
NAHR_00703_chr15_20M	chr15	4.451	779764	MIR3118-2	miRNA			0		0
NAHR_00703_chr15_20M	chr15	4.451	779764	POTEB2	protein_coding			0		0
NAHR_00703_chr15_20M	chr15	4.451	779764	MIR5701-1	miRNA			0		0
NAHR_00703_chr15_20M	chr15	4.451	779764	LINC01193	lncRNA			0		0
NAHR_00704_chr15_20M	chr15	3.786	1873034	HERC2P3	lncRNA			0		0
NAHR_00704_chr15_20M	chr15	3.786	1873034	GOLGA6L6	protein_coding			0		0
NAHR_00704_chr15_20M	chr15	3.786	1873034	ENSG00000278626	lncRNA			0		0
NAHR_00704_chr15_20M	chr15	3.786	1873034	ENSG00000290326	lncRNA			0		0
NAHR_00704_chr15_20M	chr15	3.786	1873034	ENSG00000260409	lncRNA			0		0
NAHR_00704_chr15_20M	chr15	3.786	1873034	ENSG00000259383	lncRNA			0		0
NAHR_00704_chr15_20M	chr15	3.786	1873034	ENSG00000259443	lncRNA			0		0
NAHR_00704_chr15_20M	chr15	3.786	1873034	ENSG00000292985	lncRNA			0		0
NAHR_00704_chr15_20M	chr15	3.786	1873034	MIR3118-2	miRNA			0		0
NAHR_00704_chr15_20M	chr15	3.786	1873034	POTEB2	protein_coding			0		0
NAHR_00704_chr15_20M	chr15	3.786	1873034	MIR5701-1	miRNA			0		0
NAHR_00704_chr15_20M	chr15	3.786	1873034	LINC01193	lncRNA			0		0
NAHR_00704_chr15_20M	chr15	3.786	1873034	ENSG00000260986	lncRNA			0		0
NAHR_00704_chr15_20M	chr15	3.786	1873034	ENSG00000247765	lncRNA			0		0
NAHR_00704_chr15_20M	chr15	3.786	1873034	ENSG00000280881	lncRNA			0		0
NAHR_00704_chr15_20M	chr15	3.786	1873034	ENSG00000280703	lncRNA			0		0
NAHR_00704_chr15_20M	chr15	3.786	1873034	ENSG00000268531	lncRNA			0		0
NAHR_00704_chr15_20M	chr15	3.786	1873034	POTEB3	protein_coding			0		0
NAHR_00704_chr15_20M	chr15	3.786	1873034	MIR3118-3	miRNA			0		0
NAHR_00704_chr15_20M	chr15	3.786	1873034	ENSG00000290347	lncRNA			0		0
NAHR_00704_chr15_20M	chr15	3.786	1873034	MIR5701-2	miRNA			0		0
NAHR_00704_chr15_20M	chr15	3.786	1873034	ENSG00000287345	lncRNA			0		0
NAHR_00704_chr15_20M	chr15	3.786	1873034	LINC02203	protein_coding			0		0
NAHR_00704_chr15_20M	chr15	3.786	1873034	LINC02203	lncRNA			0		0
NAHR_00704_chr15_20M	chr15	3.786	1873034	OR4M2B	protein_coding			0		0
NAHR_00704_chr15_20M	chr15	3.786	1873034	OR4N4C	protein_coding			0		0
NAHR_00704_chr15_20M	chr15	3.786	1873034	ENSG00000281113	lncRNA			0		0
NAHR_00704_chr15_20M	chr15	3.786	1873034	MIR3118-4	miRNA			0		0
NAHR_00704_chr15_20M	chr15	3.786	1873034	POTEB	protein_coding			0		1
NAHR_00704_chr15_20M	chr15	3.786	1873034	MIR5701-3	miRNA			0		0
NAHR_00704_chr15_20M	chr15	3.786	1873034	ENSG00000284500	lncRNA			0		0
NAHR_00704_chr15_20M	chr15	3.786	1873034	OR4M2-OT1	protein_coding			0		0
NAHR_00704_chr15_20M	chr15	3.786	1873034	OR4M2	protein_coding			0		1
NAHR_00704_chr15_20M	chr15	3.786	1873034	OR4N4	protein_coding			0		1
NAHR_00704_chr15_20M	chr15	3.786	1873034	ENSG00000260739	lncRNA			0		0
NAHR_00704_chr15_20M	chr15	3.786	1873034	MIR1268A	miRNA			0		0
NAHR_00705_chr15_20M	chr15	5.313	1716095	ENSG00000278626	lncRNA			0		0
NAHR_00705_chr15_20M	chr15	5.313	1716095	ENSG00000290326	lncRNA			0		0
NAHR_00705_chr15_20M	chr15	5.313	1716095	ENSG00000260409	lncRNA			0		0
NAHR_00705_chr15_20M	chr15	5.313	1716095	ENSG00000259383	lncRNA			0		0
NAHR_00705_chr15_20M	chr15	5.313	1716095	ENSG00000259443	lncRNA			0		0
NAHR_00705_chr15_20M	chr15	5.313	1716095	ENSG00000292985	lncRNA			0		0
NAHR_00705_chr15_20M	chr15	5.313	1716095	MIR3118-2	miRNA			0		0
NAHR_00705_chr15_20M	chr15	5.313	1716095	POTEB2	protein_coding			0		0
NAHR_00705_chr15_20M	chr15	5.313	1716095	MIR5701-1	miRNA			0		0
NAHR_00705_chr15_20M	chr15	5.313	1716095	LINC01193	lncRNA			0		0
NAHR_00705_chr15_20M	chr15	5.313	1716095	ENSG00000260986	lncRNA			0		0
NAHR_00705_chr15_20M	chr15	5.313	1716095	ENSG00000247765	lncRNA			0		0
NAHR_00705_chr15_20M	chr15	5.313	1716095	ENSG00000280881	lncRNA			0		0
NAHR_00705_chr15_20M	chr15	5.313	1716095	ENSG00000280703	lncRNA			0		0
NAHR_00705_chr15_20M	chr15	5.313	1716095	ENSG00000268531	lncRNA			0		0
NAHR_00705_chr15_20M	chr15	5.313	1716095	POTEB3	protein_coding			0		0
NAHR_00705_chr15_20M	chr15	5.313	1716095	MIR3118-3	miRNA			0		0
NAHR_00705_chr15_20M	chr15	5.313	1716095	ENSG00000290347	lncRNA			0		0
NAHR_00705_chr15_20M	chr15	5.313	1716095	MIR5701-2	miRNA			0		0
NAHR_00705_chr15_20M	chr15	5.313	1716095	ENSG00000287345	lncRNA			0		0
NAHR_00705_chr15_20M	chr15	5.313	1716095	LINC02203	protein_coding			0		0
NAHR_00705_chr15_20M	chr15	5.313	1716095	LINC02203	lncRNA			0		0
NAHR_00705_chr15_20M	chr15	5.313	1716095	OR4M2B	protein_coding			0		0
NAHR_00705_chr15_20M	chr15	5.313	1716095	OR4N4C	protein_coding			0		0
NAHR_00705_chr15_20M	chr15	5.313	1716095	ENSG00000281113	lncRNA			0		0
NAHR_00705_chr15_20M	chr15	5.313	1716095	MIR3118-4	miRNA			0		0
NAHR_00705_chr15_20M	chr15	5.313	1716095	POTEB	protein_coding			0		1
NAHR_00705_chr15_20M	chr15	5.313	1716095	MIR5701-3	miRNA			0		0
NAHR_00705_chr15_20M	chr15	5.313	1716095	ENSG00000284500	lncRNA			0		0
NAHR_00705_chr15_20M	chr15	5.313	1716095	OR4M2-OT1	protein_coding			0		0
NAHR_00705_chr15_20M	chr15	5.313	1716095	OR4M2	protein_coding			0		1
NAHR_00705_chr15_20M	chr15	5.313	1716095	OR4N4	protein_coding			0		1
NAHR_00705_chr15_20M	chr15	5.313	1716095	ENSG00000260739	lncRNA			0		0
NAHR_00705_chr15_20M	chr15	5.313	1716095	MIR1268A	miRNA			0		0
NAHR_00706_chr15_20M	chr15	4.422	2743844	GOLGA6L6	protein_coding			0		0
NAHR_00706_chr15_20M	chr15	4.422	2743844	ENSG00000278626	lncRNA			0		0
NAHR_00706_chr15_20M	chr15	4.422	2743844	ENSG00000290326	lncRNA			0		0
NAHR_00706_chr15_20M	chr15	4.422	2743844	ENSG00000260409	lncRNA			0		0
NAHR_00706_chr15_20M	chr15	4.422	2743844	ENSG00000259383	lncRNA			0		0
NAHR_00706_chr15_20M	chr15	4.422	2743844	ENSG00000259443	lncRNA			0		0
NAHR_00706_chr15_20M	chr15	4.422	2743844	ENSG00000292985	lncRNA			0		0
NAHR_00706_chr15_20M	chr15	4.422	2743844	MIR3118-2	miRNA			0		0
NAHR_00706_chr15_20M	chr15	4.422	2743844	POTEB2	protein_coding			0		0
NAHR_00706_chr15_20M	chr15	4.422	2743844	MIR5701-1	miRNA			0		0
NAHR_00706_chr15_20M	chr15	4.422	2743844	LINC01193	lncRNA			0		0
NAHR_00706_chr15_20M	chr15	4.422	2743844	ENSG00000260986	lncRNA			0		0
NAHR_00706_chr15_20M	chr15	4.422	2743844	ENSG00000247765	lncRNA			0		0
NAHR_00706_chr15_20M	chr15	4.422	2743844	ENSG00000280881	lncRNA			0		0
NAHR_00706_chr15_20M	chr15	4.422	2743844	ENSG00000280703	lncRNA			0		0
NAHR_00706_chr15_20M	chr15	4.422	2743844	ENSG00000268531	lncRNA			0		0
NAHR_00706_chr15_20M	chr15	4.422	2743844	POTEB3	protein_coding			0		0
NAHR_00706_chr15_20M	chr15	4.422	2743844	MIR3118-3	miRNA			0		0
NAHR_00706_chr15_20M	chr15	4.422	2743844	ENSG00000290347	lncRNA			0		0
NAHR_00706_chr15_20M	chr15	4.422	2743844	MIR5701-2	miRNA			0		0
NAHR_00706_chr15_20M	chr15	4.422	2743844	ENSG00000287345	lncRNA			0		0
NAHR_00706_chr15_20M	chr15	4.422	2743844	LINC02203	protein_coding			0		0
NAHR_00706_chr15_20M	chr15	4.422	2743844	LINC02203	lncRNA			0		0
NAHR_00706_chr15_20M	chr15	4.422	2743844	OR4M2B	protein_coding			0		0
NAHR_00706_chr15_20M	chr15	4.422	2743844	OR4N4C	protein_coding			0		0
NAHR_00706_chr15_20M	chr15	4.422	2743844	ENSG00000281113	lncRNA			0		0
NAHR_00706_chr15_20M	chr15	4.422	2743844	MIR3118-4	miRNA			0		0
NAHR_00706_chr15_20M	chr15	4.422	2743844	POTEB	protein_coding			0		1
NAHR_00706_chr15_20M	chr15	4.422	2743844	MIR5701-3	miRNA			0		0
NAHR_00706_chr15_20M	chr15	4.422	2743844	ENSG00000284500	lncRNA			0		0
NAHR_00706_chr15_20M	chr15	4.422	2743844	OR4M2-OT1	protein_coding			0		0
NAHR_00706_chr15_20M	chr15	4.422	2743844	OR4M2	protein_coding			0		1
NAHR_00706_chr15_20M	chr15	4.422	2743844	OR4N4	protein_coding			0		1
NAHR_00706_chr15_20M	chr15	4.422	2743844	ENSG00000260739	lncRNA			0		0
NAHR_00706_chr15_20M	chr15	4.422	2743844	MIR1268A	miRNA			0		0
NAHR_00706_chr15_20M	chr15	4.422	2743844	ENSG00000291002	lncRNA			0		0
NAHR_00706_chr15_20M	chr15	4.422	2743844	GOLGA6L22	protein_coding			0		0
NAHR_00706_chr15_20M	chr15	4.422	2743844	ENSG00000291003	lncRNA			0		0
NAHR_00706_chr15_20M	chr15	4.422	2743844	ENSG00000291261	lncRNA			0		0
NAHR_00706_chr15_20M	chr15	4.422	2743844	GOLGA8IP	lncRNA			0		0
NAHR_00706_chr15_20M	chr15	4.422	2743844	ENSG00000290399	lncRNA			0		0
NAHR_00706_chr15_20M	chr15	4.422	2743844	ENSG00000290368	lncRNA			0		0
NAHR_00706_chr15_20M	chr15	4.422	2743844	ENSG00000274253	lncRNA			0		0
NAHR_00706_chr15_20M	chr15	4.422	2743844	NIPA1	protein_coding	No Evidence for Haploinsufficiency	No Evidence for Triplosensitivity	57	HP:0001251:Ataxia	10
NAHR_00706_chr15_20M	chr15	4.422	2743844	ENSG00000291163	lncRNA			0		0
NAHR_00706_chr15_20M	chr15	4.422	2743844	NIPA2	protein_coding	No Evidence for Haploinsufficiency	No Evidence for Triplosensitivity	31	HP:0001251:Ataxia	7
NAHR_00706_chr15_20M	chr15	4.422	2743844	CYFIP1	protein_coding			0		7
NAHR_00706_chr15_20M	chr15	4.422	2743844	TUBGCP5	protein_coding			0		7
NAHR_00706_chr15_20M	chr15	4.422	2743844	ENSG00000290335	lncRNA			0		0
NAHR_00706_chr15_20M	chr15	4.422	2743844	GOLGA6L1	protein_coding			0		3
NAHR_00706_chr15_20M	chr15	4.422	2743844	GOLGA8DP	lncRNA			0		0
NAHR_00706_chr15_20M	chr15	4.422	2743844	MIR4509-1	miRNA			0		0
NAHR_00707_chr15_20M	chr15	3.979	2899373	GOLGA6L6	protein_coding			0		0
NAHR_00707_chr15_20M	chr15	3.979	2899373	ENSG00000278626	lncRNA			0		0
NAHR_00707_chr15_20M	chr15	3.979	2899373	ENSG00000290326	lncRNA			0		0
NAHR_00707_chr15_20M	chr15	3.979	2899373	ENSG00000260409	lncRNA			0		0
NAHR_00707_chr15_20M	chr15	3.979	2899373	ENSG00000259383	lncRNA			0		0
NAHR_00707_chr15_20M	chr15	3.979	2899373	ENSG00000259443	lncRNA			0		0
NAHR_00707_chr15_20M	chr15	3.979	2899373	ENSG00000292985	lncRNA			0		0
NAHR_00707_chr15_20M	chr15	3.979	2899373	MIR3118-2	miRNA			0		0
NAHR_00707_chr15_20M	chr15	3.979	2899373	POTEB2	protein_coding			0		0
NAHR_00707_chr15_20M	chr15	3.979	2899373	MIR5701-1	miRNA			0		0
NAHR_00707_chr15_20M	chr15	3.979	2899373	LINC01193	lncRNA			0		0
NAHR_00707_chr15_20M	chr15	3.979	2899373	ENSG00000260986	lncRNA			0		0
NAHR_00707_chr15_20M	chr15	3.979	2899373	ENSG00000247765	lncRNA			0		0
NAHR_00707_chr15_20M	chr15	3.979	2899373	ENSG00000280881	lncRNA			0		0
NAHR_00707_chr15_20M	chr15	3.979	2899373	ENSG00000280703	lncRNA			0		0
NAHR_00707_chr15_20M	chr15	3.979	2899373	ENSG00000268531	lncRNA			0		0
NAHR_00707_chr15_20M	chr15	3.979	2899373	POTEB3	protein_coding			0		0
NAHR_00707_chr15_20M	chr15	3.979	2899373	MIR3118-3	miRNA			0		0
NAHR_00707_chr15_20M	chr15	3.979	2899373	ENSG00000290347	lncRNA			0		0
NAHR_00707_chr15_20M	chr15	3.979	2899373	MIR5701-2	miRNA			0		0
NAHR_00707_chr15_20M	chr15	3.979	2899373	ENSG00000287345	lncRNA			0		0
NAHR_00707_chr15_20M	chr15	3.979	2899373	LINC02203	protein_coding			0		0
NAHR_00707_chr15_20M	chr15	3.979	2899373	LINC02203	lncRNA			0		0
NAHR_00707_chr15_20M	chr15	3.979	2899373	OR4M2B	protein_coding			0		0
NAHR_00707_chr15_20M	chr15	3.979	2899373	OR4N4C	protein_coding			0		0
NAHR_00707_chr15_20M	chr15	3.979	2899373	ENSG00000281113	lncRNA			0		0
NAHR_00707_chr15_20M	chr15	3.979	2899373	MIR3118-4	miRNA			0		0
NAHR_00707_chr15_20M	chr15	3.979	2899373	POTEB	protein_coding			0		1
NAHR_00707_chr15_20M	chr15	3.979	2899373	MIR5701-3	miRNA			0		0
NAHR_00707_chr15_20M	chr15	3.979	2899373	ENSG00000284500	lncRNA			0		0
NAHR_00707_chr15_20M	chr15	3.979	2899373	OR4M2-OT1	protein_coding			0		0
NAHR_00707_chr15_20M	chr15	3.979	2899373	OR4M2	protein_coding			0		1
NAHR_00707_chr15_20M	chr15	3.979	2899373	OR4N4	protein_coding			0		1
NAHR_00707_chr15_20M	chr15	3.979	2899373	ENSG00000260739	lncRNA			0		0
NAHR_00707_chr15_20M	chr15	3.979	2899373	MIR1268A	miRNA			0		0
NAHR_00707_chr15_20M	chr15	3.979	2899373	ENSG00000291002	lncRNA			0		0
NAHR_00707_chr15_20M	chr15	3.979	2899373	GOLGA6L22	protein_coding			0		0
NAHR_00707_chr15_20M	chr15	3.979	2899373	ENSG00000291003	lncRNA			0		0
NAHR_00707_chr15_20M	chr15	3.979	2899373	ENSG00000291261	lncRNA			0		0
NAHR_00707_chr15_20M	chr15	3.979	2899373	GOLGA8IP	lncRNA			0		0
NAHR_00707_chr15_20M	chr15	3.979	2899373	ENSG00000290399	lncRNA			0		0
NAHR_00707_chr15_20M	chr15	3.979	2899373	ENSG00000290368	lncRNA			0		0
NAHR_00707_chr15_20M	chr15	3.979	2899373	ENSG00000274253	lncRNA			0		0
NAHR_00707_chr15_20M	chr15	3.979	2899373	NIPA1	protein_coding	No Evidence for Haploinsufficiency	No Evidence for Triplosensitivity	57	HP:0001251:Ataxia	10
NAHR_00707_chr15_20M	chr15	3.979	2899373	ENSG00000291163	lncRNA			0		0
NAHR_00707_chr15_20M	chr15	3.979	2899373	NIPA2	protein_coding	No Evidence for Haploinsufficiency	No Evidence for Triplosensitivity	31	HP:0001251:Ataxia	7
NAHR_00707_chr15_20M	chr15	3.979	2899373	CYFIP1	protein_coding			0		7
NAHR_00707_chr15_20M	chr15	3.979	2899373	TUBGCP5	protein_coding			0		7
NAHR_00707_chr15_20M	chr15	3.979	2899373	ENSG00000290335	lncRNA			0		0
NAHR_00707_chr15_20M	chr15	3.979	2899373	GOLGA6L1	protein_coding			0		3
NAHR_00707_chr15_20M	chr15	3.979	2899373	GOLGA8DP	lncRNA			0		0
NAHR_00707_chr15_20M	chr15	3.979	2899373	MIR4509-1	miRNA			0		0
NAHR_00707_chr15_20M	chr15	3.979	2899373	HERC2P7	lncRNA			0		0
NAHR_00707_chr15_20M	chr15	3.979	2899373	GOLGA6L26	protein_coding			0		0
NAHR_00707_chr15_20M	chr15	3.979	2899373	GOLGA8S	protein_coding			0		0
NAHR_00707_chr15_20M	chr15	3.979	2899373	ENSG00000286598	lncRNA			0		0
NAHR_00708_chr15_20M	chr15	4.709	2731285	ENSG00000278626	lncRNA			0		0
NAHR_00708_chr15_20M	chr15	4.709	2731285	ENSG00000290326	lncRNA			0		0
NAHR_00708_chr15_20M	chr15	4.709	2731285	ENSG00000260409	lncRNA			0		0
NAHR_00708_chr15_20M	chr15	4.709	2731285	ENSG00000259383	lncRNA			0		0
NAHR_00708_chr15_20M	chr15	4.709	2731285	ENSG00000259443	lncRNA			0		0
NAHR_00708_chr15_20M	chr15	4.709	2731285	ENSG00000292985	lncRNA			0		0
NAHR_00708_chr15_20M	chr15	4.709	2731285	MIR3118-2	miRNA			0		0
NAHR_00708_chr15_20M	chr15	4.709	2731285	POTEB2	protein_coding			0		0
NAHR_00708_chr15_20M	chr15	4.709	2731285	MIR5701-1	miRNA			0		0
NAHR_00708_chr15_20M	chr15	4.709	2731285	LINC01193	lncRNA			0		0
NAHR_00708_chr15_20M	chr15	4.709	2731285	ENSG00000260986	lncRNA			0		0
NAHR_00708_chr15_20M	chr15	4.709	2731285	ENSG00000247765	lncRNA			0		0
NAHR_00708_chr15_20M	chr15	4.709	2731285	ENSG00000280881	lncRNA			0		0
NAHR_00708_chr15_20M	chr15	4.709	2731285	ENSG00000280703	lncRNA			0		0
NAHR_00708_chr15_20M	chr15	4.709	2731285	ENSG00000268531	lncRNA			0		0
NAHR_00708_chr15_20M	chr15	4.709	2731285	POTEB3	protein_coding			0		0
NAHR_00708_chr15_20M	chr15	4.709	2731285	MIR3118-3	miRNA			0		0
NAHR_00708_chr15_20M	chr15	4.709	2731285	ENSG00000290347	lncRNA			0		0
NAHR_00708_chr15_20M	chr15	4.709	2731285	MIR5701-2	miRNA			0		0
NAHR_00708_chr15_20M	chr15	4.709	2731285	ENSG00000287345	lncRNA			0		0
NAHR_00708_chr15_20M	chr15	4.709	2731285	LINC02203	protein_coding			0		0
NAHR_00708_chr15_20M	chr15	4.709	2731285	LINC02203	lncRNA			0		0
NAHR_00708_chr15_20M	chr15	4.709	2731285	OR4M2B	protein_coding			0		0
NAHR_00708_chr15_20M	chr15	4.709	2731285	OR4N4C	protein_coding			0		0
NAHR_00708_chr15_20M	chr15	4.709	2731285	ENSG00000281113	lncRNA			0		0
NAHR_00708_chr15_20M	chr15	4.709	2731285	MIR3118-4	miRNA			0		0
NAHR_00708_chr15_20M	chr15	4.709	2731285	POTEB	protein_coding			0		1
NAHR_00708_chr15_20M	chr15	4.709	2731285	MIR5701-3	miRNA			0		0
NAHR_00708_chr15_20M	chr15	4.709	2731285	ENSG00000284500	lncRNA			0		0
NAHR_00708_chr15_20M	chr15	4.709	2731285	OR4M2-OT1	protein_coding			0		0
NAHR_00708_chr15_20M	chr15	4.709	2731285	OR4M2	protein_coding			0		1
NAHR_00708_chr15_20M	chr15	4.709	2731285	OR4N4	protein_coding			0		1
NAHR_00708_chr15_20M	chr15	4.709	2731285	ENSG00000260739	lncRNA			0		0
NAHR_00708_chr15_20M	chr15	4.709	2731285	MIR1268A	miRNA			0		0
NAHR_00708_chr15_20M	chr15	4.709	2731285	ENSG00000291002	lncRNA			0		0
NAHR_00708_chr15_20M	chr15	4.709	2731285	GOLGA6L22	protein_coding			0		0
NAHR_00708_chr15_20M	chr15	4.709	2731285	ENSG00000291003	lncRNA			0		0
NAHR_00708_chr15_20M	chr15	4.709	2731285	ENSG00000291261	lncRNA			0		0
NAHR_00708_chr15_20M	chr15	4.709	2731285	GOLGA8IP	lncRNA			0		0
NAHR_00708_chr15_20M	chr15	4.709	2731285	ENSG00000290399	lncRNA			0		0
NAHR_00708_chr15_20M	chr15	4.709	2731285	ENSG00000290368	lncRNA			0		0
NAHR_00708_chr15_20M	chr15	4.709	2731285	ENSG00000274253	lncRNA			0		0
NAHR_00708_chr15_20M	chr15	4.709	2731285	NIPA1	protein_coding	No Evidence for Haploinsufficiency	No Evidence for Triplosensitivity	57	HP:0001251:Ataxia	10
NAHR_00708_chr15_20M	chr15	4.709	2731285	ENSG00000291163	lncRNA			0		0
NAHR_00708_chr15_20M	chr15	4.709	2731285	NIPA2	protein_coding	No Evidence for Haploinsufficiency	No Evidence for Triplosensitivity	31	HP:0001251:Ataxia	7
NAHR_00708_chr15_20M	chr15	4.709	2731285	CYFIP1	protein_coding			0		7
NAHR_00708_chr15_20M	chr15	4.709	2731285	TUBGCP5	protein_coding			0		7
NAHR_00708_chr15_20M	chr15	4.709	2731285	ENSG00000290335	lncRNA			0		0
NAHR_00708_chr15_20M	chr15	4.709	2731285	GOLGA6L1	protein_coding			0		3
NAHR_00708_chr15_20M	chr15	4.709	2731285	GOLGA8DP	lncRNA			0		0
NAHR_00708_chr15_20M	chr15	4.709	2731285	MIR4509-1	miRNA			0		0
NAHR_00708_chr15_20M	chr15	4.709	2731285	HERC2P7	lncRNA			0		0
NAHR_00709_chr15_20M	chr15	4.683	2543783	ENSG00000278626	lncRNA			0		0
NAHR_00709_chr15_20M	chr15	4.683	2543783	ENSG00000290326	lncRNA			0		0
NAHR_00709_chr15_20M	chr15	4.683	2543783	ENSG00000260409	lncRNA			0		0
NAHR_00709_chr15_20M	chr15	4.683	2543783	ENSG00000259383	lncRNA			0		0
NAHR_00709_chr15_20M	chr15	4.683	2543783	ENSG00000259443	lncRNA			0		0
NAHR_00709_chr15_20M	chr15	4.683	2543783	ENSG00000292985	lncRNA			0		0
NAHR_00709_chr15_20M	chr15	4.683	2543783	MIR3118-2	miRNA			0		0
NAHR_00709_chr15_20M	chr15	4.683	2543783	POTEB2	protein_coding			0		0
NAHR_00709_chr15_20M	chr15	4.683	2543783	MIR5701-1	miRNA			0		0
NAHR_00709_chr15_20M	chr15	4.683	2543783	LINC01193	lncRNA			0		0
NAHR_00709_chr15_20M	chr15	4.683	2543783	ENSG00000260986	lncRNA			0		0
NAHR_00709_chr15_20M	chr15	4.683	2543783	ENSG00000247765	lncRNA			0		0
NAHR_00709_chr15_20M	chr15	4.683	2543783	ENSG00000280881	lncRNA			0		0
NAHR_00709_chr15_20M	chr15	4.683	2543783	ENSG00000280703	lncRNA			0		0
NAHR_00709_chr15_20M	chr15	4.683	2543783	ENSG00000268531	lncRNA			0		0
NAHR_00709_chr15_20M	chr15	4.683	2543783	POTEB3	protein_coding			0		0
NAHR_00709_chr15_20M	chr15	4.683	2543783	MIR3118-3	miRNA			0		0
NAHR_00709_chr15_20M	chr15	4.683	2543783	ENSG00000290347	lncRNA			0		0
NAHR_00709_chr15_20M	chr15	4.683	2543783	MIR5701-2	miRNA			0		0
NAHR_00709_chr15_20M	chr15	4.683	2543783	ENSG00000287345	lncRNA			0		0
NAHR_00709_chr15_20M	chr15	4.683	2543783	LINC02203	protein_coding			0		0
NAHR_00709_chr15_20M	chr15	4.683	2543783	LINC02203	lncRNA			0		0
NAHR_00709_chr15_20M	chr15	4.683	2543783	OR4M2B	protein_coding			0		0
NAHR_00709_chr15_20M	chr15	4.683	2543783	OR4N4C	protein_coding			0		0
NAHR_00709_chr15_20M	chr15	4.683	2543783	ENSG00000281113	lncRNA			0		0
NAHR_00709_chr15_20M	chr15	4.683	2543783	MIR3118-4	miRNA			0		0
NAHR_00709_chr15_20M	chr15	4.683	2543783	POTEB	protein_coding			0		1
NAHR_00709_chr15_20M	chr15	4.683	2543783	MIR5701-3	miRNA			0		0
NAHR_00709_chr15_20M	chr15	4.683	2543783	ENSG00000284500	lncRNA			0		0
NAHR_00709_chr15_20M	chr15	4.683	2543783	OR4M2-OT1	protein_coding			0		0
NAHR_00709_chr15_20M	chr15	4.683	2543783	OR4M2	protein_coding			0		1
NAHR_00709_chr15_20M	chr15	4.683	2543783	OR4N4	protein_coding			0		1
NAHR_00709_chr15_20M	chr15	4.683	2543783	ENSG00000260739	lncRNA			0		0
NAHR_00709_chr15_20M	chr15	4.683	2543783	MIR1268A	miRNA			0		0
NAHR_00709_chr15_20M	chr15	4.683	2543783	ENSG00000291002	lncRNA			0		0
NAHR_00709_chr15_20M	chr15	4.683	2543783	GOLGA6L22	protein_coding			0		0
NAHR_00709_chr15_20M	chr15	4.683	2543783	ENSG00000291003	lncRNA			0		0
NAHR_00709_chr15_20M	chr15	4.683	2543783	ENSG00000291261	lncRNA			0		0
NAHR_00709_chr15_20M	chr15	4.683	2543783	GOLGA8IP	lncRNA			0		0
NAHR_00709_chr15_20M	chr15	4.683	2543783	ENSG00000290399	lncRNA			0		0
NAHR_00709_chr15_20M	chr15	4.683	2543783	ENSG00000290368	lncRNA			0		0
NAHR_00709_chr15_20M	chr15	4.683	2543783	ENSG00000274253	lncRNA			0		0
NAHR_00709_chr15_20M	chr15	4.683	2543783	NIPA1	protein_coding	No Evidence for Haploinsufficiency	No Evidence for Triplosensitivity	57	HP:0001251:Ataxia	10
NAHR_00709_chr15_20M	chr15	4.683	2543783	ENSG00000291163	lncRNA			0		0
NAHR_00709_chr15_20M	chr15	4.683	2543783	NIPA2	protein_coding	No Evidence for Haploinsufficiency	No Evidence for Triplosensitivity	31	HP:0001251:Ataxia	7
NAHR_00709_chr15_20M	chr15	4.683	2543783	CYFIP1	protein_coding			0		7
NAHR_00709_chr15_20M	chr15	4.683	2543783	TUBGCP5	protein_coding			0		7
NAHR_00709_chr15_20M	chr15	4.683	2543783	ENSG00000290335	lncRNA			0		0
NAHR_00710_chr15_20M	chr15	4.186	552792	ENSG00000260409	lncRNA			0		0
NAHR_00710_chr15_20M	chr15	4.186	552792	ENSG00000259383	lncRNA			0		0
NAHR_00710_chr15_20M	chr15	4.186	552792	ENSG00000259443	lncRNA			0		0
